# u[lambda]	v[lamda]	Re(V)[Jy]	Im(V)[Jy]	weight
-1.604543e+04	-5.063021e+05	3.318912e-03	1.958459e-03	1.762847e+05
6.341682e+05	-5.601404e+05	-2.712142e-03	8.304230e-03	1.425361e+05
2.363311e+05	-3.992400e+05	1.838575e-02	1.851613e-03	1.610178e+05
2.112410e+05	-4.176365e+05	1.840946e-02	5.937794e-03	1.645228e+05
4.277792e+05	-6.605561e+05	1.599981e-02	-3.041720e-03	1.664369e+05
5.445972e+05	-4.147485e+05	1.368528e-02	1.600334e-03	1.613438e+05
2.237633e+05	-4.386546e+05	8.096748e-03	-3.301200e-03	1.640514e+05
-3.913156e+05	1.125174e+05	5.401106e-02	-7.285618e-03	1.628371e+05
-1.392133e+05	-1.190391e+05	1.273947e-01	2.856242e-03	1.864740e+05
2.926334e+05	-1.534068e+05	6.830385e-02	1.045507e-02	1.901746e+05
2.073902e+05	-2.600138e+05	6.445455e-02	9.944881e-03	1.475746e+05
9.606271e+04	-5.550534e+05	-8.308442e-03	-2.768026e-03	1.657347e+05
2.733840e+05	-3.916489e+05	9.750319e-03	-6.490920e-03	1.491425e+05
-2.306401e+05	-5.952697e+05	-1.070461e-02	6.735078e-04	1.728201e+05
3.760632e+05	-4.598644e+05	9.287453e-04	7.336036e-04	1.784734e+05
2.036421e+05	-3.983564e+05	2.081361e-02	1.079358e-02	1.726885e+05
-6.759913e+05	-8.997729e+04	-3.800712e-03	1.440641e-02	1.376957e+05
1.056910e+06	-8.720452e+05	1.560503e-02	8.316396e-03	1.746610e+05
1.362686e+05	2.928451e+05	7.146978e-02	-6.261648e-03	1.357954e+05
6.893081e+04	-2.159751e+05	8.085899e-02	9.675661e-03	1.417173e+05
1.353499e+06	-5.768470e+05	4.545151e-03	8.882374e-03	2.088000e+05
2.874971e+05	-3.256094e+05	3.138808e-02	1.686422e-03	1.624196e+05
2.248102e+05	-4.183253e+05	1.010814e-02	4.144304e-04	1.774001e+05
4.030532e+05	-3.060150e+05	9.679891e-03	-8.879835e-03	1.782445e+05
2.346288e+05	-5.740181e+05	-7.797750e-03	-3.838517e-03	1.595658e+05
3.522874e+05	-4.141556e+05	2.385107e-03	-4.557569e-03	1.646633e+05
7.289258e+05	-1.363448e+06	-3.565918e-03	-8.374481e-04	1.695274e+05
3.575145e+04	-4.283582e+05	2.300882e-02	1.667697e-03	1.528075e+05
5.126758e+04	-2.944828e+05	6.604607e-02	5.081957e-03	1.372727e+05
5.999522e+04	-6.958558e+05	1.524858e-02	1.664788e-03	1.612848e+05
8.891789e+05	-4.879548e+04	1.120633e-02	1.058601e-02	1.625070e+05
4.119032e+05	-2.181579e+05	2.165655e-02	-4.187449e-03	2.123867e+05
8.040711e+05	-2.659562e+05	1.780895e-02	-2.613651e-03	1.846592e+05
6.495274e+05	-7.115415e+05	-7.476395e-04	-1.809882e-03	1.798814e+05
-2.786926e+05	-1.043739e+06	6.891708e-03	5.554833e-03	1.691165e+05
3.008032e+05	-5.445536e+05	5.900189e-03	-6.951317e-03	1.977026e+05
3.065376e+05	-5.818778e+05	1.031555e-02	1.263794e-03	1.938651e+05
1.113609e+06	-1.288983e+06	-1.543375e-03	2.810355e-03	2.076813e+05
-6.520287e+04	-5.709147e+05	-2.871107e-03	5.023844e-03	2.075123e+05
2.159147e+05	-1.173285e+06	4.602852e-03	7.046613e-03	1.890393e+05
4.801086e+05	-6.892451e+05	6.320079e-03	6.708231e-03	2.104084e+05
1.173602e+06	-4.736256e+05	-2.944325e-03	-3.983865e-03	1.854273e+05
3.229880e+05	-5.072086e+05	4.526315e-03	8.652532e-03	2.067008e+05
4.869806e+05	-6.015704e+05	1.178985e-02	7.088974e-03	2.077790e+05
3.048365e+05	-7.001455e+05	1.040008e-02	-6.785583e-04	2.063600e+05
1.562982e+05	-7.283115e+05	1.745993e-02	2.827030e-03	2.109913e+05
8.065169e+05	-7.821438e+05	-5.424261e-03	3.110227e-03	1.704185e+05
4.086776e+05	-6.212460e+05	1.266958e-02	1.354738e-02	1.928852e+05
3.835879e+05	-6.396445e+05	1.388727e-02	2.100783e-03	1.966443e+05
6.001241e+05	-8.825604e+05	8.365096e-03	6.842769e-04	1.993512e+05
7.169467e+05	-6.367522e+05	7.414240e-03	-1.910650e-03	1.933154e+05
3.961096e+05	-6.606614e+05	1.485286e-02	1.058273e-03	1.964097e+05
-2.189677e+05	-1.094958e+05	9.568564e-02	1.348906e-03	1.951583e+05
3.313419e+04	-3.410498e+05	6.689012e-02	4.964376e-03	2.230628e+05
4.649837e+05	-3.754126e+05	1.527269e-04	-1.132362e-03	2.275625e+05
3.797386e+05	-4.820211e+05	-7.584216e-04	1.384224e-03	1.764478e+05
2.684068e+05	-7.770622e+05	1.226747e-02	1.445155e-03	1.984865e+05
4.457312e+05	-6.136550e+05	1.461032e-02	9.526879e-03	1.785268e+05
-5.829950e+04	-8.172807e+05	5.917138e-03	2.641632e-03	2.067109e+05
5.484101e+05	-6.818690e+05	7.964357e-03	-1.842050e-03	2.135674e+05
3.759884e+05	-6.203629e+05	1.402584e-02	1.038996e-02	2.066855e+05
-5.036493e+05	-3.119902e+05	1.206902e-02	-6.930504e-03	1.650397e+05
1.229259e+06	-1.094045e+06	3.324809e-03	1.169459e-04	2.091212e+05
3.086245e+05	7.083590e+04	8.150394e-02	7.915994e-03	1.627977e+05
2.412783e+05	-4.379829e+05	6.445846e-03	-3.664848e-03	1.695901e+05
1.525855e+06	-7.988449e+05	2.952501e-04	1.168680e-04	2.499536e+05
4.598457e+05	-5.476163e+05	1.760646e-02	8.700242e-03	1.942999e+05
3.971569e+05	-6.403324e+05	1.090485e-02	8.668621e-03	2.123013e+05
5.754031e+05	-5.280207e+05	1.603010e-02	-1.031963e-05	2.133066e+05
4.069735e+05	-7.960248e+05	1.166610e-02	2.158637e-03	1.907854e+05
5.246349e+05	-6.361610e+05	1.099883e-02	7.239746e-03	1.972711e+05
9.012645e+05	-1.585450e+06	-5.266007e-03	2.802878e-03	2.030808e+05
2.080969e+05	-6.503678e+05	1.258311e-02	1.043483e-02	1.827372e+05
2.236145e+05	-5.164916e+05	-5.598496e-03	-3.690959e-05	1.644477e+05
2.323370e+05	-9.178645e+05	6.472913e-03	-5.474887e-03	1.930967e+05
1.061536e+06	-2.707952e+05	5.136836e-03	4.861913e-03	1.944599e+05
3.921673e+05	-4.779694e+04	5.703870e-02	6.047063e-03	1.712088e+05
2.376266e+05	-4.933833e+05	-3.085266e-03	-3.604050e-03	1.665878e+05
-6.905896e+05	-8.255816e+05	-9.596059e-03	-2.403499e-03	1.567740e+05
-1.110966e+05	-3.263923e+05	6.294307e-02	7.861189e-03	1.827343e+05
-1.053612e+05	-3.637140e+05	7.198063e-02	2.002221e-02	1.798123e+05
7.017113e+05	-1.070823e+06	-9.221608e-03	-1.506235e-03	1.924779e+05
-4.771007e+05	-3.527509e+05	5.427959e-03	5.985451e-03	1.922617e+05
-1.959809e+05	-9.551234e+05	8.541163e-03	1.471956e-03	1.754279e+05
6.820867e+04	-4.710853e+05	1.444721e-02	-1.508558e-03	1.950356e+05
7.616972e+05	-2.554691e+05	1.787420e-02	5.032126e-03	1.717669e+05
-8.891269e+04	-2.890493e+05	7.604220e-02	2.618479e-03	1.915544e+05
7.508030e+04	-3.834101e+05	4.922283e-02	1.283636e-02	1.923758e+05
-1.070633e+05	-4.819870e+05	2.178167e-02	3.940534e-03	1.910070e+05
-2.555998e+05	-5.101493e+05	2.529259e-03	-4.669093e-04	1.955074e+05
3.946164e+05	-5.639846e+05	2.298350e-02	5.772461e-03	1.581685e+05
-3.222972e+03	-4.030875e+05	4.857732e-02	6.987425e-03	1.785030e+05
-2.831110e+04	-4.214818e+05	4.092210e-02	1.109381e-02	1.826082e+05
1.882243e+05	-6.644028e+05	1.107040e-02	7.566138e-03	1.845200e+05
3.050451e+05	-4.185942e+05	-3.161637e-03	5.202878e-03	1.788382e+05
-1.579011e+04	-4.425012e+05	3.343402e-02	1.111116e-02	1.819080e+05
-6.308674e+05	1.086690e+05	-6.773749e-03	1.845284e-03	1.803832e+05
-3.787654e+05	-1.228866e+05	6.391344e-02	4.831896e-03	2.068745e+05
5.308159e+04	-1.572537e+05	1.193958e-01	7.336873e-03	2.109820e+05
-3.216179e+04	-2.638601e+05	8.583575e-02	-1.175894e-03	1.637687e+05
-1.434911e+05	-5.588996e+05	-5.787047e-04	-5.169826e-03	1.837097e+05
3.383075e+04	-3.954957e+05	5.091006e-02	8.913453e-03	1.653981e+05
-4.701964e+05	-5.991183e+05	-2.251430e-03	-3.481649e-03	1.917460e+05
1.365092e+05	-4.637115e+05	1.075628e-02	-1.361648e-04	1.980005e+05
-3.591193e+04	-4.022039e+05	5.390300e-02	2.436241e-03	1.915439e+05
-9.155492e+05	-9.383111e+04	7.254566e-03	-3.651884e-03	1.525753e+05
8.173586e+05	-8.758871e+05	1.809238e-03	-8.697413e-04	1.936591e+05
-1.032781e+05	2.890002e+05	6.248098e-02	-1.070930e-02	1.503787e+05
-1.706224e+05	-2.198231e+05	7.578254e-02	-6.643794e-03	1.572034e+05
1.113952e+06	-5.806867e+05	-4.964322e-03	5.788644e-03	2.315349e+05
4.794553e+04	-3.294549e+05	6.816059e-02	7.188641e-03	1.801780e+05
-1.474266e+04	-4.221715e+05	4.114631e-02	5.096087e-03	1.967528e+05
1.635023e+05	-3.098599e+05	6.084730e-02	2.255063e-03	1.976850e+05
-4.925452e+03	-5.778646e+05	-4.810290e-03	-5.119212e-05	1.770813e+05
1.127343e+05	-4.180021e+05	2.902365e-02	3.889987e-03	1.825163e+05
4.893674e+05	-1.367294e+06	1.142098e-02	6.202830e-03	1.879566e+05
-2.038013e+05	-4.322041e+05	3.846336e-02	1.064529e-02	1.695381e+05
-1.882851e+05	-2.983296e+05	6.743742e-02	1.135034e-02	1.521398e+05
-1.795601e+05	-6.997025e+05	1.076181e-02	3.091030e-03	1.788132e+05
6.496301e+05	-5.264058e+04	-7.250775e-04	-2.929829e-03	1.803019e+05
-1.545362e+05	-4.455868e+05	4.180702e-02	-1.674844e-03	1.449315e+05
-1.082747e+06	-7.777830e+05	6.370382e-03	4.597839e-03	1.366854e+05
-5.032574e+05	-2.785919e+05	2.079965e-02	3.416891e-03	1.583543e+05
-4.975194e+05	-3.159112e+05	2.106346e-02	-1.221431e-03	1.569260e+05
3.095549e+05	-1.023025e+06	1.948076e-02	-2.866896e-03	1.676282e+05
-8.692579e+05	-3.049468e+05	1.593778e-02	-8.232903e-04	1.674030e+05
-5.881344e+05	-9.073221e+05	1.389582e-04	-2.446979e-03	1.532090e+05
-3.239524e+05	-4.232868e+05	2.144913e-02	-1.614160e-04	1.699990e+05
3.695278e+05	-2.076760e+05	5.108613e-02	1.174353e-02	1.495689e+05
-4.810755e+05	-2.412507e+05	2.366568e-02	-1.007278e-03	1.668835e+05
-3.170812e+05	-3.356110e+05	5.728251e-02	4.444915e-03	1.672961e+05
-4.992249e+05	-4.341892e+05	-1.473741e-02	-6.182579e-04	1.659889e+05
-6.477574e+05	-4.623474e+05	3.979401e-03	-2.801024e-03	1.703006e+05
2.454552e+03	-5.161876e+05	2.013483e-03	-4.520679e-03	1.381922e+05
-3.953857e+05	-3.552900e+05	3.026735e-02	-1.638411e-03	1.550783e+05
-4.204699e+05	-3.736803e+05	6.032926e-03	3.069772e-03	1.597585e+05
-2.039371e+05	-6.166066e+05	-7.205979e-03	-4.046257e-03	1.603551e+05
-8.711907e+04	-3.707981e+05	6.121418e-02	3.577632e-03	1.552722e+05
-4.079509e+05	-3.947020e+05	1.453870e-02	2.203678e-03	1.582847e+05
-1.023027e+06	1.564745e+05	-1.070426e-03	-5.796825e-03	1.562714e+05
-7.709256e+05	-7.508335e+04	9.901966e-03	6.456307e-03	1.805178e+05
-3.390835e+05	-1.094560e+05	7.581515e-02	4.715987e-04	1.839985e+05
-4.243235e+05	-2.160601e+05	5.228922e-02	7.764215e-06	1.431103e+05
-5.356482e+05	-5.110978e+05	-1.126810e-03	1.896419e-03	1.596353e+05
-3.583314e+05	-3.476974e+05	4.159521e-02	3.494925e-03	1.440040e+05
-8.623523e+05	-5.513156e+05	9.359547e-03	3.201030e-03	1.673675e+05
-2.556541e+05	-4.159153e+05	3.980857e-02	-4.037254e-03	1.726508e+05
-4.280741e+05	-3.544059e+05	1.851262e-02	-1.184420e-04	1.668805e+05
-1.307711e+06	-4.602984e+04	3.641653e-04	-1.158993e-03	1.321949e+05
4.251971e+05	-8.280925e+05	9.155603e-04	5.668235e-03	1.684922e+05
-4.954425e+05	3.368037e+05	-4.525333e-03	-3.579174e-03	1.301150e+05
-5.627852e+05	-1.720238e+05	7.890304e-03	-1.108252e-03	1.370254e+05
7.217866e+05	-5.328929e+05	-3.085313e-03	7.427289e-03	2.015871e+05
-3.442155e+05	-2.816547e+05	6.176012e-02	-7.213422e-03	1.571805e+05
-4.069030e+05	-3.743716e+05	2.451663e-02	-1.155445e-03	1.714251e+05
-2.286600e+05	-2.620608e+05	6.335534e-02	5.939047e-03	1.722397e+05
-3.970848e+05	-5.300654e+05	-8.469001e-03	-1.872199e-03	1.547487e+05
-2.794283e+05	-3.702046e+05	5.321260e-02	-7.195399e-03	1.584789e+05
9.721058e+04	-1.319500e+06	-5.239359e-03	5.073985e-03	1.633432e+05
-5.959586e+05	-3.844011e+05	5.900294e-03	1.545148e-03	1.480421e+05
-5.804452e+05	-2.505282e+05	-2.075496e-03	3.599949e-03	1.320869e+05
-5.717161e+05	-6.519010e+05	9.286709e-03	1.079151e-02	1.555274e+05
2.574574e+05	-4.848845e+03	8.350944e-02	1.243383e-02	1.572519e+05
-9.282064e+05	-3.321981e+05	1.332103e-02	2.925145e-03	1.326940e+05
-3.487245e+05	1.669930e+05	4.636724e-02	-7.302943e-03	1.549048e+05
-3.429918e+05	1.296727e+05	5.502617e-02	-5.456513e-03	1.522115e+05
4.640811e+05	-5.774385e+05	1.262768e-02	4.738980e-03	1.630145e+05
-7.147285e+05	1.406363e+05	3.621812e-03	6.144761e-04	1.628236e+05
-4.336057e+05	-4.617377e+05	-9.045361e-03	1.717307e-03	1.484681e+05
-1.694184e+05	2.229905e+04	1.278570e-01	-9.055934e-03	1.651233e+05
5.240670e+05	2.379127e+05	8.260427e-03	6.727196e-03	1.454482e+05
-3.265388e+05	2.043349e+05	5.018695e-02	-2.902062e-03	1.621869e+05
-1.625478e+05	1.099746e+05	1.049436e-01	-1.100873e-02	1.629548e+05
-3.446875e+05	1.139671e+04	6.806337e-02	-1.528924e-03	1.618059e+05
-4.932269e+05	-1.676324e+04	3.889010e-02	-1.409103e-03	1.655512e+05
1.569877e+05	-7.060087e+04	1.163314e-01	1.575860e-02	1.338479e+05
-2.408483e+05	9.029609e+04	7.777272e-02	-4.841045e-03	1.512242e+05
-2.659407e+05	7.190423e+04	7.821295e-02	-3.167583e-03	1.544914e+05
-4.940045e+04	-1.710197e+05	1.173674e-01	3.234277e-03	1.563120e+05
6.741784e+04	7.478896e+04	1.925817e-01	-5.877912e-03	1.515319e+05
-2.534170e+05	5.088341e+04	8.423962e-02	-1.453964e-02	1.540662e+05
-8.684969e+05	6.020568e+05	7.037939e-03	-1.077090e-02	1.529320e+05
-6.163944e+05	3.705001e+05	1.948909e-02	1.574550e-03	1.751140e+05
-1.845458e+05	3.361301e+05	5.847880e-02	-1.015766e-02	1.785957e+05
-2.697903e+05	2.295250e+05	6.081094e-02	-9.871102e-03	1.385803e+05
-3.811191e+05	-6.551353e+04	6.799675e-02	-1.450813e-02	1.556480e+05
-2.037959e+05	9.788846e+04	9.292418e-02	-2.945221e-03	1.400632e+05
-7.078215e+05	-1.057320e+05	-3.824527e-03	-7.908214e-03	1.622915e+05
-1.011159e+05	2.967148e+04	1.749001e-01	-5.535657e-03	1.676075e+05
-2.735375e+05	9.118000e+04	7.005526e-02	-4.196183e-03	1.621759e+05
-1.153169e+06	3.995537e+05	7.668853e-03	-1.594854e-02	1.293244e+05
5.797291e+05	-3.825043e+05	2.205089e-02	1.655650e-03	1.640298e+05
-3.409125e+05	7.823874e+05	1.144653e-02	-2.005277e-03	1.275358e+05
-4.082488e+05	2.735615e+05	1.034618e-02	-6.894336e-03	1.330887e+05
8.763188e+05	-8.730412e+04	1.477245e-02	4.910949e-03	1.960884e+05
-1.896838e+05	1.639304e+05	7.714036e-02	-9.676164e-03	1.525251e+05
-2.523706e+05	7.121360e+04	8.001996e-02	4.816991e-03	1.665974e+05
-7.412742e+04	1.835249e+05	1.012658e-01	-8.905903e-03	1.673895e+05
-2.425519e+05	-8.447998e+04	9.586023e-02	3.634522e-03	1.498412e+05
-1.248924e+05	7.538168e+04	1.312614e-01	-3.673057e-03	1.546476e+05
2.517455e+05	-8.739121e+05	1.663626e-02	2.463241e-03	1.592176e+05
-4.414307e+05	6.118266e+04	4.078201e-02	-5.903022e-03	1.434944e+05
-4.259133e+05	1.950562e+05	2.082273e-02	-3.093631e-03	1.289212e+05
-4.171866e+05	-2.063167e+05	5.476714e-02	-6.789689e-03	1.514661e+05
4.120019e+05	4.407403e+05	6.602697e-03	-6.100909e-03	1.526140e+05
5.794758e+05	4.991835e+05	2.338380e-03	-1.913959e-03	1.449561e+05
5.851996e+05	4.618575e+05	9.104974e-03	3.893069e-03	1.436015e+05
1.392269e+06	-2.452444e+05	3.883286e-03	4.306752e-03	1.534149e+05
2.134638e+05	4.728199e+05	3.171162e-02	-7.062803e-03	1.532241e+05
4.945825e+05	-1.295485e+05	2.007951e-02	-7.834126e-03	1.402564e+05
7.587837e+05	3.544932e+05	1.913726e-02	-8.000819e-04	1.556269e+05
1.452283e+06	5.701159e+05	9.129475e-03	4.381572e-03	1.369169e+05
6.016681e+05	5.365297e+05	1.412054e-02	-2.130289e-03	1.527973e+05
7.656537e+05	4.421674e+05	8.910564e-03	-3.917332e-03	1.531395e+05
5.835190e+05	3.435934e+05	-5.034016e-04	1.095521e-03	1.519980e+05
4.349673e+05	3.154245e+05	3.408656e-02	1.980900e-03	1.558790e+05
1.085190e+06	2.615954e+05	1.949950e-02	-2.146043e-03	1.265029e+05
6.873594e+05	4.224931e+05	1.134536e-02	8.686717e-04	1.419971e+05
6.622531e+05	4.040917e+05	4.110637e-03	-3.088406e-03	1.462048e+05
8.788049e+05	1.611795e+05	8.617532e-03	-2.363823e-03	1.468302e+05
9.956262e+05	4.069877e+05	6.341866e-03	8.481220e-04	1.421556e+05
6.747844e+05	3.830765e+05	-1.419435e-03	-1.134353e-03	1.449042e+05
5.969998e+04	9.342381e+05	-3.855065e-03	-8.120403e-03	1.430393e+05
3.118033e+05	7.026854e+05	5.734929e-03	2.751550e-04	1.652220e+05
7.436645e+05	6.683263e+05	1.140721e-02	2.297871e-03	1.684571e+05
6.584115e+05	5.617163e+05	9.434313e-03	5.099849e-03	1.310014e+05
5.470730e+05	2.666739e+05	6.270075e-03	3.100227e-03	1.461085e+05
7.244090e+05	4.300836e+05	1.213232e-02	1.232361e-02	1.318427e+05
2.203713e+05	2.264549e+05	8.139398e-02	-6.003140e-04	1.532134e+05
8.270934e+05	3.618709e+05	1.818145e-02	1.409845e-02	1.580917e+05
6.546686e+05	4.233758e+05	1.466052e-02	-6.433559e-03	1.527975e+05
-2.249563e+05	7.317470e+05	2.130448e-02	3.097921e-03	1.211145e+05
1.507929e+06	-5.030470e+04	9.730180e-03	-6.178242e-03	1.542144e+05
5.872883e+05	1.114571e+06	7.568758e-03	4.152454e-03	1.190693e+05
5.199579e+05	6.057550e+05	9.786565e-03	-7.019866e-03	1.254575e+05
1.804523e+06	2.448959e+05	2.118812e-03	1.510037e-03	1.844657e+05
7.385154e+05	4.961208e+05	1.456366e-02	-9.572280e-05	1.438641e+05
6.758287e+05	4.034049e+05	-5.602597e-07	-1.921835e-03	1.569181e+05
8.540740e+05	5.157170e+05	1.861843e-02	-3.418958e-03	1.576517e+05
6.856471e+05	2.477130e+05	-3.696019e-04	4.780415e-03	1.416673e+05
8.033133e+05	4.075780e+05	2.436769e-02	3.691610e-03	1.450960e+05
1.179944e+06	-5.417081e+05	-3.631601e-03	-5.041110e-03	1.495681e+05
4.867602e+05	3.933674e+05	3.283890e-03	3.517686e-03	1.354803e+05
5.022851e+05	5.272447e+05	7.558163e-05	-8.644386e-05	1.209058e+05
5.110049e+05	1.258718e+05	1.062648e-02	-1.194893e-03	1.423646e+05
1.340228e+06	7.729476e+05	7.299514e-04	5.982348e-03	1.440026e+05
5.732203e+03	-3.732245e+04	2.407149e-01	-1.827614e-03	1.661476e+05
8.128057e+05	-7.444369e+05	9.636119e-03	3.455535e-03	1.786452e+05
-3.660030e+05	-2.635630e+04	6.160357e-02	4.534991e-03	1.785237e+05
-8.487771e+04	-6.287305e+05	-7.319267e-03	6.632982e-05	1.617223e+05
1.793064e+05	-1.446940e+05	8.990535e-02	3.469481e-03	1.806207e+05
8.727880e+05	7.091752e+04	9.640242e-03	1.829090e-03	1.594545e+05
2.218591e+04	3.734335e+04	2.419239e-01	1.979322e-03	1.775545e+05
1.861763e+05	-5.701898e+04	1.108136e-01	4.865585e-03	1.791126e+05
4.038435e+03	-1.555940e+05	1.234987e-01	7.648826e-03	1.780204e+05
-1.445011e+05	-1.837560e+05	1.003331e-01	2.866163e-03	1.813668e+05
5.057115e+05	-2.375958e+05	-5.669791e-03	7.801280e-03	1.456903e+05
1.078768e+05	-7.669531e+04	1.442665e-01	1.085478e-02	1.664939e+05
8.278345e+04	-9.509054e+04	1.454474e-01	2.075772e-03	1.677640e+05
2.993253e+05	-3.380119e+05	2.045860e-02	2.761341e-03	1.719818e+05
4.161416e+05	-9.220428e+04	5.158917e-02	-1.030360e-03	1.670777e+05
9.530785e+04	-1.161094e+05	1.235056e-01	1.663058e-02	1.691181e+05
-5.197730e+05	4.350646e+05	1.334213e-02	4.135083e-04	1.693893e+05
-2.676702e+05	2.035074e+05	6.304897e-02	-3.582646e-03	1.911624e+05
1.641777e+05	1.691380e+05	9.629777e-02	-1.093061e-03	1.951267e+05
7.893364e+04	6.253168e+04	1.892184e-01	-3.323432e-03	1.507985e+05
-3.239368e+04	-2.325074e+05	9.655933e-02	6.548246e-03	1.713730e+05
1.449288e+05	-6.910397e+04	1.266971e-01	8.105425e-03	1.535409e+05
-3.590944e+05	-2.727234e+05	6.278659e-02	-8.588117e-04	1.770104e+05
2.476091e+05	-1.373201e+05	6.634390e-02	6.034737e-03	1.831404e+05
7.518760e+04	-7.581157e+04	1.759722e-01	6.224739e-03	1.775250e+05
-8.044419e+05	2.325684e+05	8.354530e-03	9.483628e-03	1.430368e+05
9.284526e+05	-5.495013e+05	9.285669e-03	3.399226e-03	1.801491e+05
7.807845e+03	6.153916e+05	1.919385e-03	1.270237e-03	1.416570e+05
-5.952417e+04	1.065701e+05	1.523629e-01	-1.467194e-02	1.455500e+05
1.225039e+06	-2.543033e+05	4.642432e-03	3.947194e-03	2.151169e+05
1.590399e+05	-3.063858e+03	1.380035e-01	2.056862e-03	1.665910e+05
9.635401e+04	-9.577985e+04	1.415220e-01	1.384226e-02	1.824061e+05
2.745958e+05	1.653028e+04	7.513697e-02	3.956028e-03	1.832851e+05
1.061736e+05	-2.514729e+05	7.502700e-02	1.401776e-02	1.630222e+05
2.238321e+05	-9.161093e+04	7.803688e-02	2.057260e-03	1.704697e+05
6.004739e+05	-1.040905e+06	-6.695293e-04	3.308115e-03	1.751846e+05
-9.270593e+04	-1.058117e+05	1.532731e-01	4.316114e-03	1.564393e+05
-7.718888e+04	2.806313e+04	1.991016e-01	-1.134753e-02	1.421831e+05
-6.846009e+04	-3.733098e+05	5.933066e-02	2.641035e-03	1.664186e+05
7.607228e+05	2.737474e+05	8.286535e-03	-8.169219e-03	1.666698e+05
8.070746e+05	-7.071196e+05	1.295054e-03	-1.155241e-03	1.761494e+05
-3.717330e+05	1.096848e+04	7.163519e-02	2.269592e-03	1.758661e+05
-9.060377e+04	-5.914075e+05	-7.148657e-03	2.222693e-03	1.610863e+05
1.735745e+05	-1.073727e+05	1.064564e-01	1.207340e-02	1.786236e+05
8.670493e+05	1.082345e+05	9.793789e-03	-4.481194e-04	1.570948e+05
1.645350e+04	7.466563e+04	1.970110e-01	-7.224448e-03	1.753246e+05
1.804435e+05	-1.969770e+04	1.130829e-01	4.180252e-03	1.756819e+05
-1.692131e+03	-1.182716e+05	1.565537e-01	6.153910e-03	1.742740e+05
-1.502309e+05	-1.464327e+05	1.123582e-01	-6.936805e-04	1.789119e+05
4.999782e+05	-2.002766e+05	1.068141e-03	1.198074e-02	1.453037e+05
1.021449e+05	-3.937357e+04	1.678260e-01	-4.388920e-04	1.628042e+05
7.705138e+04	-5.776859e+04	1.804451e-01	-3.216973e-03	1.680268e+05
2.935945e+05	-3.006913e+05	3.305754e-02	6.993851e-03	1.683607e+05
4.104077e+05	-5.488446e+04	5.702820e-02	4.876125e-03	1.629797e+05
8.957617e+04	-7.878752e+04	1.665672e-01	1.114637e-02	1.662451e+05
-5.255058e+05	4.723903e+05	1.414964e-02	8.597716e-04	1.639753e+05
-2.734027e+05	2.408315e+05	5.370861e-02	-1.952651e-03	1.897330e+05
1.584432e+05	2.064593e+05	8.656322e-02	-1.114959e-02	1.933465e+05
7.320047e+04	9.985362e+04	1.689026e-01	-8.902959e-04	1.504740e+05
-3.812378e+04	-1.951847e+05	1.014422e-01	7.118720e-03	1.676156e+05
1.391964e+05	-3.178246e+04	1.439901e-01	3.030960e-03	1.512695e+05
-3.648221e+05	-2.353987e+05	5.352174e-02	1.069075e-02	1.759251e+05
2.418770e+05	-9.999929e+04	8.075738e-02	1.129775e-02	1.814170e+05
6.945585e+04	-3.848963e+04	2.047039e-01	1.947159e-03	1.753225e+05
-8.101708e+05	2.698960e+05	7.268511e-03	1.804555e-03	1.387068e+05
9.227191e+05	-5.121847e+05	1.350542e-02	1.109534e-02	1.769600e+05
2.069582e+03	6.527141e+05	2.265751e-03	-1.427756e-03	1.364917e+05
-6.525672e+04	1.438929e+05	1.378185e-01	-5.141524e-03	1.439758e+05
1.219301e+06	-2.169885e+05	-4.420012e-04	4.450385e-03	2.117498e+05
1.533067e+05	3.425760e+04	1.463783e-01	3.520660e-03	1.651954e+05
9.062205e+04	-5.845801e+04	1.650127e-01	-1.050579e-03	1.801094e+05
2.688616e+05	5.385101e+04	8.831389e-02	-1.001662e-02	1.809683e+05
1.004431e+05	-2.141511e+05	7.960304e-02	1.306900e-02	1.627116e+05
2.180995e+05	-5.428991e+04	1.035932e-01	1.115504e-02	1.663582e+05
5.947476e+05	-1.003586e+06	4.626105e-03	3.800049e-04	1.714835e+05
-9.843694e+04	-6.848866e+04	1.772883e-01	-9.460175e-04	1.556345e+05
-8.292093e+04	6.538607e+04	1.626657e-01	2.688722e-03	1.386569e+05
-7.418861e+04	-3.359869e+05	6.548158e-02	6.584091e-03	1.633449e+05
7.549832e+05	3.110650e+05	9.638761e-03	7.388946e-03	1.652395e+05
-1.178807e+06	7.180854e+05	6.835869e-03	-7.186902e-03	1.882339e+05
-8.976765e+05	1.157075e+05	1.623519e-02	-6.541280e-04	1.719159e+05
-6.334986e+05	5.997403e+05	7.396538e-03	1.080254e-03	1.909511e+05
5.997561e+04	8.153460e+05	9.706273e-03	1.424641e-03	1.680593e+05
-7.906192e+05	7.817765e+05	1.508740e-02	1.804746e-04	1.875065e+05
-6.266300e+05	6.874165e+05	3.504946e-04	4.779719e-03	1.882344e+05
-8.087642e+05	5.888375e+05	1.608336e-02	-3.931847e-04	1.868446e+05
-9.573042e+05	5.606827e+05	1.495687e-02	-5.611060e-03	1.913842e+05
-3.070955e+05	5.068379e+05	-5.833429e-03	-1.112045e-02	1.549941e+05
-7.049275e+05	6.677362e+05	1.071303e-02	5.497363e-03	1.745921e+05
